#Wavelength[A] Flux[erg/s/cm^2/A]
4957.4741 5.94435e-18
4959.6782 5.5851300000000004e-18
4961.8823 5.14816e-18
4964.0864 6.195020000000001e-18
4966.29 4.97165e-18
4968.4941 5.866420000000001e-18
4970.6982 7.078740000000001e-18
4972.9028 6.91338e-18
4975.1069 5.92691e-18
4977.311 5.68043e-18
4979.5151 5.69167e-18
4981.7192 6.157400000000001e-18
4983.9238 5.291740000000001e-18
4986.1279 6.321400000000001e-18
4988.332 4.9673900000000005e-18
4990.5366 7.07225e-18
4992.7407 7.0525e-18
4994.9448 5.2526100000000006e-18
4997.1494 5.7224600000000004e-18
4999.3535 5.65254e-18
5001.5581 4.8674400000000005e-18
5003.7627 6.21293e-18
5005.9668 6.3960600000000005e-18
5008.1714 5.14025e-18
5010.3755 6.033190000000001e-18
5012.5801 6.61297e-18
5014.7847 4.732890000000001e-18
5016.9893 5.75831e-18
5019.1934 5.2440400000000005e-18
5021.3979 6.06198e-18
5023.6025 4.7324e-18
5025.8071 5.353650000000001e-18
5028.0117 5.508990000000001e-18
5030.2163 6.6040900000000004e-18
5032.4204 4.60772e-18
5034.625 4.2783300000000006e-18
5036.8296 5.08073e-18
5039.0342 5.147020000000001e-18
5041.2388 6.564050000000001e-18
5043.4434 5.8248400000000005e-18
5045.6479 5.7855900000000005e-18
5047.8525 6.589870000000001e-18
5050.0571 5.82532e-18
5052.2617 6.1109200000000006e-18
5054.4658 5.7463400000000005e-18
5056.6704 4.572240000000001e-18
5058.875 6.921490000000001e-18
5061.0796 6.233740000000001e-18
5063.2842 5.2538900000000005e-18
5065.4888 4.5534700000000005e-18
5067.6934 5.155150000000001e-18
5069.8979 5.3424800000000004e-18
5072.1025 5.14027e-18
5074.3066 6.0945e-18
5076.5112 5.48682e-18
5078.7158 5.50094e-18
5080.9204 6.95217e-18
5083.125 7.16374e-18
5085.3291 7.41152e-18
5087.5337 6.316270000000001e-18
5089.7383 5.869570000000001e-18
5091.9424 6.092610000000001e-18
5094.147 7.366220000000001e-18
5096.3516 7.47069e-18
5098.5557 6.880780000000001e-18
5100.7603 5.523680000000001e-18
5102.9648 7.579890000000001e-18
5105.1689 8.04871e-18
5107.3735 6.97839e-18
5109.5776 5.04347e-18
5111.7817 7.536030000000001e-18
5113.9863 6.59448e-18
5116.1904 6.6530400000000005e-18
5118.395 6.74668e-18
5120.5991 6.73962e-18
5122.8032 6.915140000000001e-18
5125.0073 6.61184e-18
5127.2114 6.6679900000000005e-18
5129.4155 6.88822e-18
5131.6196 5.55408e-18
5133.8237 6.218900000000001e-18
5136.0278 6.988430000000001e-18
5138.2319 6.79317e-18
5140.436 7.62396e-18
5142.6401 6.97974e-18
5144.8442 8.28404e-18
5147.0479 7.768050000000001e-18
5149.252 8.105250000000001e-18
5151.4556 6.75982e-18
5153.6597 7.98595e-18
5155.8633 6.574170000000001e-18
5158.0669 8.040930000000001e-18
5160.271 9.110600000000001e-18
5162.4746 8.609120000000001e-18
5164.6782 7.75604e-18
5166.8818 8.38728e-18
5169.0854 8.38665e-18
5171.2891 9.16079e-18
5173.4927 8.7713e-18
5175.6958 8.32397e-18
5177.8994 9.26449e-18
5180.103 9.38149e-18
5182.3062 7.743530000000001e-18
5184.5098 7.79434e-18
5186.7129 9.17056e-18
5188.916 9.057910000000001e-18
5191.1196 6.885710000000001e-18
5193.3223 9.547780000000001e-18
5195.5254 8.48483e-18
5197.7285 8.703570000000001e-18
5199.9316 8.42893e-18
5202.1348 9.66132e-18
5204.3379 9.591410000000001e-18
5206.5405 8.875460000000001e-18
5208.7432 1.10858e-17
5210.9463 8.993120000000001e-18
5213.1489 1.18143e-17
5215.3516 8.771340000000001e-18
5217.5542 1.00844e-17
5219.7568 8.792e-18
5221.9595 8.69845e-18
5224.1616 1.00071e-17
5226.3643 8.550620000000001e-18
5228.5664 1.09223e-17
5230.769 1.02126e-17
5232.9712 1.06994e-17
5235.1733 9.407040000000001e-18
5237.3755 8.256950000000001e-18
5239.5776 9.909670000000001e-18
5241.7793 1.00075e-17
5243.9814 1.02757e-17
5246.1836 1.19292e-17
5248.3853 1.04746e-17
5250.5869 1.06934e-17
5252.7886 8.9604e-18
5254.9902 1.0091e-17
5257.1919 1.01679e-17
5259.3936 9.145090000000001e-18
5261.5947 1.15244e-17
5263.7964 9.758850000000001e-18
5265.9976 9.381480000000001e-18
5268.1987 9.654420000000001e-18
5270.3999 9.192620000000001e-18
5272.6011 9.62839e-18
5274.8018 7.853180000000001e-18
5277.0029 1.00651e-17
5279.2036 8.798920000000001e-18
5281.4048 8.36159e-18
5283.6055 8.305210000000001e-18
5285.8062 8.01917e-18
5288.0068 8.111240000000001e-18
5290.207 7.963320000000001e-18
5292.4077 8.073910000000001e-18
5294.6079 8.46058e-18
5296.8081 8.504740000000001e-18
5299.0083 7.324570000000001e-18
5301.2085 6.0719700000000005e-18
5303.4082 7.848080000000001e-18
5305.6084 8.772710000000001e-18
5307.8081 9.03688e-18
5310.0078 8.766040000000001e-18
5312.2075 8.608470000000001e-18
5314.4072 8.69091e-18
5316.6069 6.430110000000001e-18
5318.8062 7.604560000000001e-18
5321.0054 7.03268e-18
5323.2046 7.30254e-18
5325.4038 6.91056e-18
5327.603 7.055490000000001e-18
5329.8018 7.47838e-18
5332.001 5.7649100000000006e-18
5334.1997 5.926440000000001e-18
5336.3984 6.558300000000001e-18
5338.5967 7.34644e-18
5340.7954 7.58888e-18
5342.9937 7.347300000000001e-18
5345.1919 7.78615e-18
5347.3901 5.6451400000000006e-18
5349.5884 8.558070000000001e-18
5351.7866 7.48694e-18
5353.9844 6.677030000000001e-18
5356.1821 7.314900000000001e-18
5358.3799 6.292860000000001e-18
5360.5776 6.89478e-18
5362.7749 7.033230000000001e-18
5364.9722 7.16149e-18
5367.1694 4.529400000000001e-18
5369.3667 7.38157e-18
5371.564 6.0562200000000004e-18
5373.7607 6.778400000000001e-18
5375.9575 5.6402200000000005e-18
5378.1543 6.5334800000000005e-18
5380.3511 8.95976e-18
5382.5474 7.925740000000001e-18
5384.7441 6.824980000000001e-18
5386.9404 6.7021100000000005e-18
5389.1367 6.284590000000001e-18
5391.3325 5.6172300000000004e-18
5393.5283 6.420850000000001e-18
5395.7241 5.91376e-18
5397.9199 7.457600000000001e-18
5400.1157 4.09657e-18
5402.311 6.11924e-18
5404.5063 7.745500000000001e-18
5406.7017 7.44245e-18
5408.897 7.16231e-18
5411.0918 6.671390000000001e-18
5413.2866 7.57112e-18
5415.4814 6.22308e-18
5417.6758 4.36094e-18
5419.8706 7.085400000000001e-18
5422.0649 7.102060000000001e-18
5424.2593 5.64136e-18
5426.4531 7.287250000000001e-18
5428.647 7.91837e-18
5430.8413 5.78065e-18
5433.0347 6.702220000000001e-18
5435.2285 5.4062600000000005e-18
5437.4219 6.2494100000000006e-18
5439.6152 7.725740000000001e-18
5441.8081 7.13171e-18
5444.0015 6.037220000000001e-18
5446.1943 7.13528e-18
5448.3872 7.54953e-18
5450.5796 5.77091e-18
5452.772 7.49317e-18
5454.9644 6.41259e-18
5457.1567 6.210920000000001e-18
5459.3486 7.547970000000001e-18
5461.5405 6.1917400000000005e-18
5463.7324 9.177060000000001e-18
5465.9238 6.923830000000001e-18
5468.1157 7.429710000000001e-18
5470.3066 6.7168800000000006e-18
5472.498 7.255850000000001e-18
5474.689 8.141140000000001e-18
5476.8799 5.3391500000000006e-18
5479.0708 5.9003700000000006e-18
5481.2612 7.662650000000001e-18
5483.4517 6.96205e-18
5485.6421 7.07036e-18
5487.832 7.41853e-18
5490.022 5.0843100000000005e-18
5492.2119 6.924450000000001e-18
5494.4014 6.377390000000001e-18
5496.5908 5.91278e-18
5498.7803 6.2456700000000006e-18
5500.9697 5.50058e-18
5503.1587 5.4089000000000005e-18
5505.3472 6.8925400000000006e-18
5507.5361 6.2067500000000005e-18
5509.7246 5.590990000000001e-18
5511.9131 6.01472e-18
5514.1011 6.212320000000001e-18
5516.2891 7.965e-18
5518.4771 7.655780000000001e-18
5520.6646 7.58234e-18
5522.8521 6.9120400000000004e-18
5525.0396 7.544880000000001e-18
5527.2266 8.3501e-18
5529.4136 6.2501e-18
5531.6006 8.96241e-18
5533.7871 6.42437e-18
5535.9736 7.80906e-18
5538.1597 6.8857500000000005e-18
5540.3462 6.519530000000001e-18
5542.5322 8.20655e-18
5544.7178 6.5656700000000004e-18
5546.9033 7.3074e-18
5549.0889 7.284940000000001e-18
5551.2739 7.34098e-18
5553.459 6.598920000000001e-18
5555.644 7.975530000000001e-18
5557.8286 8.77236e-18
5560.0127 7.95901e-18
5562.1973 5.98419e-18
5564.3813 9.22088e-18
5566.5654 7.283270000000001e-18
5568.749 5.3021300000000005e-18
5570.9326 6.387470000000001e-18
5573.1157 4.3567400000000006e-18
5575.2988 1.67773e-17
5577.4819 7.26069e-18
5579.6646 -7.683960000000001e-18
5581.8472 1.11788e-17
5584.0293 5.236050000000001e-18
5586.2114 7.930370000000001e-18
5588.3936 8.11143e-18
5590.5752 6.99314e-18
5592.7568 8.535590000000001e-18
5594.938 5.6518800000000005e-18
5597.1191 8.991060000000001e-18
5599.3003 7.59226e-18
5601.481 8.68884e-18
5603.6616 7.737590000000001e-18
5605.8418 9.14043e-18
5608.022 6.104680000000001e-18
5610.2017 6.747130000000001e-18
5612.3813 1.00756e-17
5614.561 8.785740000000001e-18
5616.7402 8.484500000000001e-18
5618.9194 8.46353e-18
5621.0981 8.746340000000001e-18
5623.2764 6.1850000000000006e-18
5625.4551 7.871940000000001e-18
5627.6333 8.369340000000001e-18
5629.811 8.7846e-18
5631.9888 8.1414e-18
5634.1665 9.654520000000002e-18
5636.3438 7.89108e-18
5638.5205 9.4558e-18
5640.6973 7.36922e-18
5642.874 7.008840000000001e-18
5645.0503 7.612700000000001e-18
5647.2266 6.45469e-18
5649.4028 6.919410000000001e-18
5651.5781 7.36377e-18
5653.7539 8.27088e-18
5655.9287 9.892570000000002e-18
5658.104 6.56366e-18
5660.2788 8.927680000000001e-18
5662.4531 8.783200000000001e-18
5663.248 8.20542e-18
5664.3916 1.01178e-17
5665.5352 1.20895e-17
5666.6787 7.588800000000001e-18
5667.8218 4.8840800000000006e-18
5668.9658 8.008530000000001e-18
5670.1094 7.78765e-18
5671.2529 7.27886e-18
5672.3965 5.66821e-18
5673.54 8.2507e-18
5674.6841 6.1861900000000005e-18
5675.8276 6.85769e-18
5676.9717 6.88478e-18
5678.1157 7.097e-18
5679.2593 4.01051e-18
5680.4033 5.84808e-18
5681.5474 5.4498400000000006e-18
5682.6914 5.93943e-18
5683.8354 5.695750000000001e-18
5684.9795 6.735480000000001e-18
5686.124 6.104300000000001e-18
5687.2681 7.10801e-18
5688.4126 5.00959e-18
5689.5566 6.215550000000001e-18
5690.7012 4.74792e-18
5691.8457 7.106220000000001e-18
5692.9897 6.97837e-18
5694.1343 7.67047e-18
5695.2788 5.1951200000000004e-18
5696.4233 5.82417e-18
5697.5679 6.10542e-18
5698.7129 7.142950000000001e-18
5699.8574 2.78128e-18
5701.002 8.06642e-18
5702.147 7.434050000000001e-18
5703.2915 6.08589e-18
5704.4365 4.712570000000001e-18
5705.5815 7.12819e-18
5706.7261 6.5530600000000005e-18
5707.8711 4.51978e-18
5709.0161 7.35784e-18
5710.1611 7.55649e-18
5711.3066 6.8811800000000005e-18
5712.4517 6.0453900000000005e-18
5713.5967 4.08168e-18
5714.7417 6.407260000000001e-18
5715.8872 3.3392400000000004e-18
5717.0327 8.20591e-18
5718.1777 2.7742000000000002e-18
5719.3232 7.554850000000001e-18
5720.4688 6.37497e-18
5721.6143 8.21681e-18
5722.7598 6.800360000000001e-18
5723.9053 6.6155700000000005e-18
5725.0508 6.615910000000001e-18
5726.1963 5.15262e-18
5727.3418 6.255420000000001e-18
5728.4878 7.52597e-18
5729.6333 6.485760000000001e-18
5730.7793 5.54123e-18
5731.9253 4.41488e-18
5733.0708 5.74335e-18
5734.2168 6.00855e-18
5735.3628 4.70315e-18
5736.5088 6.036060000000001e-18
5737.6548 4.69692e-18
5738.8008 5.4804300000000005e-18
5739.9473 6.0545000000000004e-18
5741.0933 6.138240000000001e-18
5742.2393 5.29612e-18
5743.3857 5.2449300000000005e-18
5744.5322 4.0045000000000005e-18
5745.6782 4.97167e-18
5746.8247 5.08228e-18
5747.9712 6.63566e-18
5749.1177 4.76614e-18
5750.2642 6.21068e-18
5751.4106 5.50498e-18
5752.5571 6.99973e-18
5753.7036 5.0642e-18
5754.8506 3.6085300000000005e-18
5755.9971 6.32952e-18
5757.144 6.1565500000000006e-18
5758.2905 6.822850000000001e-18
5759.4375 3.64565e-18
5760.5845 7.14516e-18
5761.731 4.1829500000000005e-18
5762.8779 5.843520000000001e-18
5764.0249 6.551510000000001e-18
5765.1719 3.65486e-18
5766.3193 5.534950000000001e-18
5767.4663 8.042170000000001e-18
5768.6133 6.794360000000001e-18
5769.7607 4.74021e-18
5770.9077 6.55681e-18
5772.0552 6.617660000000001e-18
5773.2026 6.5479300000000004e-18
5774.3496 6.9397e-18
5775.4971 4.0769800000000005e-18
5776.6445 4.7070900000000004e-18
5777.792 6.51785e-18
5778.9395 6.605590000000001e-18
5780.0869 5.7441e-18
5781.2349 5.55366e-18
5782.3823 5.54432e-18
5783.5298 5.33027e-18
5784.6777 7.181160000000001e-18
5785.8257 6.489650000000001e-18
5786.9731 4.46585e-18
5788.1211 8.199340000000001e-18
5789.269 6.09426e-18
5790.417 6.202380000000001e-18
5791.5649 6.726300000000001e-18
5792.7129 6.7211000000000004e-18
5793.8608 6.837620000000001e-18
5795.0088 4.1534000000000006e-18
5796.1572 5.2100400000000005e-18
5797.3052 5.642790000000001e-18
5798.4536 6.64978e-18
5799.6016 7.17568e-18
5800.75 5.1019300000000006e-18
5801.8984 5.3080300000000006e-18
5803.0469 7.066340000000001e-18
5804.1953 5.12188e-18
5805.3433 6.735350000000001e-18
5806.4922 6.65836e-18
5807.6406 5.71203e-18
5808.7891 5.7101e-18
5809.9375 4.93797e-18
5811.0864 5.2564100000000005e-18
5812.2349 4.1440600000000004e-18
5813.3838 5.58893e-18
5814.5327 6.491520000000001e-18
5815.6816 6.25162e-18
5816.8301 4.7289e-18
5817.979 5.72929e-18
5819.1279 5.135950000000001e-18
5820.2769 6.3916700000000004e-18
5821.4258 4.2943800000000006e-18
5822.5752 3.2080400000000003e-18
5823.7241 4.832930000000001e-18
5824.8735 6.35053e-18
5826.0225 3.8353700000000004e-18
5827.1719 5.569870000000001e-18
5828.3208 5.39268e-18
5829.4702 7.46202e-18
5830.6196 5.298770000000001e-18
5831.769 5.780980000000001e-18
5832.9185 3.9065e-18
5834.0679 5.40336e-18
5835.2173 6.6983100000000005e-18
5836.3667 5.80788e-18
5837.5166 7.202350000000001e-18
5838.666 6.918520000000001e-18
5839.8159 5.090680000000001e-18
5840.9653 7.20338e-18
5842.1152 3.0298700000000003e-18
5843.2651 5.7371700000000006e-18
5844.4146 6.216080000000001e-18
5845.5645 5.0069400000000004e-18
5846.7144 4.5681500000000006e-18
5847.8643 5.5359700000000004e-18
5849.0142 8.5546300000000005e-19
5850.1646 4.09322e-18
5851.3145 6.1318700000000005e-18
5852.4644 6.12841e-18
5853.6147 3.90079e-18
5854.7651 6.309890000000001e-18
5855.915 4.8112500000000005e-18
5857.0654 6.68257e-18
5858.2158 6.10622e-18
5859.3662 5.7547700000000004e-18
5860.5161 5.3767400000000006e-18
5861.667 3.848920000000001e-18
5862.8174 4.137110000000001e-18
5863.9678 5.5954800000000005e-18
5865.1182 4.8797200000000006e-18
5866.269 6.8127100000000005e-18
5867.4194 6.755890000000001e-18
5868.5703 5.24452e-18
5869.7207 5.9906e-18
5870.8716 6.512550000000001e-18
5872.0225 4.2739700000000005e-18
5873.1733 4.82378e-18
5874.3242 6.904910000000001e-18
5875.4751 4.9909200000000004e-18
5876.626 4.0772800000000004e-18
5877.7769 5.955070000000001e-18
5878.9277 6.25883e-18
5880.0791 4.50602e-18
5881.23 5.6594700000000006e-18
5882.3809 6.746270000000001e-18
5883.5322 7.07028e-18
5884.6836 6.05833e-18
5885.8345 5.248780000000001e-18
5886.9858 6.69998e-18
5888.1372 7.8677e-18
5889.2886 7.00276e-18
5890.4404 6.75297e-18
5891.5918 5.3039100000000005e-18
5892.7432 5.740930000000001e-18
5893.8945 6.3099300000000006e-18
5895.0464 7.36315e-18
5896.1978 6.8771500000000004e-18
5897.3496 4.33308e-18
5898.501 5.57108e-18
5899.6528 8.339020000000001e-18
5900.8047 3.45479e-18
5901.9565 7.569330000000001e-18
5903.1084 5.8568800000000005e-18
5904.2603 6.7467600000000005e-18
5905.4121 4.04082e-18
5906.564 7.222450000000001e-18
5907.7163 5.3442300000000004e-18
5908.8682 4.3541300000000006e-18
5910.0205 9.14909e-18
5911.1724 4.85467e-18
5912.3247 4.7158100000000005e-18
5913.4766 6.5550200000000004e-18
5914.6289 7.28402e-18
5915.7812 5.30962e-18
5916.9336 5.1206200000000006e-18
5918.0859 7.138920000000001e-18
5919.2383 7.000840000000001e-18
5920.3906 4.6140500000000005e-18
5921.5435 6.09548e-18
5922.6958 5.6002600000000004e-18
5923.8486 8.3546e-18
5925.001 6.355290000000001e-18
5926.1538 9.829460000000001e-18
5927.3062 5.7776700000000005e-18
5928.459 8.045360000000001e-18
5929.6118 5.8660200000000005e-18
5930.7646 6.775520000000001e-18
5931.9175 5.30077e-18
5933.0703 6.5575100000000005e-18
5934.2231 4.52426e-18
5935.376 5.14377e-18
5936.5293 6.8480400000000006e-18
5937.6821 6.5573300000000005e-18
5938.8354 7.506780000000001e-18
5939.9883 5.351960000000001e-18
5941.1416 6.9257100000000006e-18
5942.2949 5.9579900000000005e-18
5943.4482 5.085190000000001e-18
5944.6011 7.696710000000001e-18
5945.7544 6.671810000000001e-18
5946.9077 6.94653e-18
5948.0615 8.5052e-18
5949.2148 5.360950000000001e-18
5950.3682 6.001560000000001e-18
5951.5215 5.77439e-18
5952.6753 7.241090000000001e-18
5953.8286 6.330990000000001e-18
5954.9824 5.861860000000001e-18
5956.1362 6.998810000000001e-18
5957.29 8.835250000000001e-18
5958.4434 6.193890000000001e-18
5959.5972 7.31037e-18
5960.751 7.78475e-18
5961.9048 5.1260500000000005e-18
5963.0591 5.492880000000001e-18
5964.2129 7.035480000000001e-18
5965.3667 6.0451500000000005e-18
5966.521 7.100290000000001e-18
5967.6748 7.494740000000001e-18
5968.8291 5.50809e-18
5969.9829 8.085840000000001e-18
5971.1372 7.871510000000001e-18
5972.2915 6.81815e-18
5973.4458 4.618700000000001e-18
5974.6001 3.45212e-18
5975.7544 7.16214e-18
5976.9087 7.175100000000001e-18
5978.063 6.21432e-18
5979.2178 6.65441e-18
5980.3721 6.04113e-18
5981.5264 9.14908e-18
5982.6812 8.3839e-18
5983.8359 4.5333800000000006e-18
5984.9902 5.7734000000000004e-18
5986.145 8.53153e-18
5987.2998 5.54277e-18
5988.4546 7.54887e-18
5989.6094 6.2935000000000004e-18
5990.7642 8.61708e-18
5991.9189 6.823440000000001e-18
5993.0737 7.984200000000001e-18
5994.229 8.794050000000001e-18
5995.3838 7.97924e-18
5996.5391 6.86585e-18
5997.6938 8.51183e-18
5998.8491 4.842810000000001e-18
6000.0044 7.460980000000001e-18
6001.1592 8.66522e-18
6002.3145 6.453250000000001e-18
6003.4697 6.61991e-18
6004.625 8.88892e-18
6005.7803 6.295390000000001e-18
6006.936 7.33396e-18
6008.0913 6.0494200000000006e-18
6009.2466 5.573580000000001e-18
6010.4023 7.23541e-18
6011.5576 7.30438e-18
6012.7134 7.95208e-18
6013.8691 1.01077e-17
6015.0244 8.45676e-18
6016.1802 7.58039e-18
6017.3359 6.850520000000001e-18
6018.4917 7.602430000000001e-18
6019.6475 6.7444700000000006e-18
6020.8032 7.463580000000001e-18
6021.9595 5.305710000000001e-18
6023.1152 4.25627e-18
6024.271 7.48089e-18
6025.4272 7.284100000000001e-18
6026.583 7.10216e-18
6027.7393 7.873170000000001e-18
6028.8955 8.807700000000001e-18
6030.0513 8.51022e-18
6031.2075 8.0022e-18
6032.3638 8.7836e-18
6033.52 5.5191200000000004e-18
6034.6763 7.30437e-18
6035.833 8.60646e-18
6036.9893 6.11767e-18
6038.1455 6.1683300000000005e-18
6039.3018 6.678780000000001e-18
6040.4585 7.873420000000001e-18
6041.6152 7.82176e-18
6042.7715 7.800910000000001e-18
6043.9282 7.979100000000001e-18
6045.085 6.8373600000000006e-18
6046.2417 7.1428e-18
6047.3984 7.54301e-18
6048.5552 8.7929e-18
6049.7119 6.423050000000001e-18
6050.8687 5.75347e-18
6052.0254 6.4376200000000006e-18
6053.1826 7.323850000000001e-18
6054.3394 7.45479e-18
6055.4966 7.629440000000001e-18
6056.6533 9.37687e-18
6057.8105 6.39942e-18
6058.9678 8.556830000000001e-18
6060.125 6.9176100000000006e-18
6061.2817 9.01927e-18
6062.439 7.98428e-18
6063.5962 8.288110000000001e-18
6064.7539 6.6056600000000005e-18
6065.9111 6.079200000000001e-18
6067.0684 7.4244e-18
6068.2256 8.848280000000001e-18
6069.3833 7.48113e-18
6070.541 9.065110000000001e-18
6071.6982 7.47352e-18
6072.856 8.547570000000001e-18
6074.0137 9.97775e-18
6075.1709 6.54808e-18
6076.3286 7.63871e-18
6077.4863 7.917920000000001e-18
6078.644 6.55212e-18
6079.8018 6.66788e-18
6080.96 8.448620000000001e-18
6082.1177 6.0229000000000005e-18
6083.2754 7.627410000000001e-18
6084.4336 1.01806e-17
6085.5918 7.550150000000001e-18
6086.7495 8.215490000000001e-18
6087.9077 7.925270000000001e-18
6089.0659 7.97004e-18
6090.2241 8.35111e-18
6091.3818 8.603300000000001e-18
6092.54 7.875370000000001e-18
6093.6987 9.044170000000001e-18
6094.8569 7.516400000000001e-18
6096.0151 7.318450000000001e-18
6097.1733 7.319520000000001e-18
6098.332 8.09293e-18
6099.4902 8.85603e-18
6100.6489 8.32154e-18
6101.8071 8.27996e-18
6102.9658 8.52719e-18
6104.1245 6.87757e-18
6105.2832 7.680040000000001e-18
6106.4419 9.360660000000001e-18
6107.6006 7.63897e-18
6108.7593 7.352110000000001e-18
6109.918 9.225960000000001e-18
6111.0767 8.684820000000001e-18
6112.2358 7.106100000000001e-18
6113.3945 6.6874200000000006e-18
6114.5532 8.92351e-18
6115.7124 8.32267e-18
6116.8711 8.877780000000001e-18
6118.0303 8.093560000000001e-18
6119.1895 8.123100000000001e-18
6120.3486 8.041040000000001e-18
6121.5078 7.35375e-18
6122.667 8.5956e-18
6123.8262 7.197880000000001e-18
6124.9854 9.771910000000001e-18
6126.1445 8.203e-18
6127.3042 9.608980000000001e-18
6128.4634 8.22086e-18
6129.6226 7.88402e-18
6130.7822 6.786330000000001e-18
6131.9419 9.578600000000001e-18
6133.1011 7.98535e-18
6134.2607 1.01917e-17
6135.4204 7.57469e-18
6136.5801 1.07404e-17
6137.7397 9.27469e-18
6138.8994 7.908840000000001e-18
6140.0591 8.577910000000001e-18
6141.2192 7.908600000000001e-18
6142.3789 
6143.5386 
6144.6987 
6145.8584 
6147.0186 
6148.1787 
6149.3384 
6150.4985 7.25433e-18
6151.6587 1.01955e-17
6152.8188 1.09885e-17
6153.979 8.886430000000001e-18
6155.1392 8.51237e-18
6156.2998 1.07285e-17
6157.46 8.40117e-18
6158.6201 9.08779e-18
6159.7808 9.006420000000001e-18
6160.9409 9.74712e-18
6162.1016 9.07474e-18
6163.2622 7.31642e-18
6164.4224 9.42755e-18
6165.583 8.68546e-18
6166.7437 7.87872e-18
6167.9043 9.764300000000001e-18
6169.0649 9.384990000000001e-18
6170.2261 9.594710000000002e-18
6171.3867 7.317030000000001e-18
6172.5474 7.33795e-18
6173.708 7.221630000000001e-18
6174.8691 9.483660000000001e-18
6176.0298 9.25074e-18
6177.1909 8.31435e-18
6178.3521 8.506170000000001e-18
6179.5132 9.35386e-18
6180.6738 9.93701e-18
6181.835 7.24907e-18
6182.9961 8.047970000000001e-18
6184.1572 8.50086e-18
6185.3184 9.905100000000001e-18
6186.48 8.55242e-18
6187.6411 9.805070000000001e-18
6188.8022 1.00619e-17
6189.9639 1.08772e-17
6191.125 8.620620000000001e-18
6192.2866 9.255090000000001e-18
6193.4482 8.856590000000001e-18
6194.6094 9.50226e-18
6195.771 8.15421e-18
6196.9326 1.06085e-17
6198.0942 8.840170000000001e-18
6199.2559 7.81483e-18
6200.4175 8.43346e-18
6201.5791 8.37442e-18
6202.7412 9.55938e-18
6203.9028 8.560860000000001e-18
6205.0649 8.74851e-18
6206.2266 8.79985e-18
6207.3882 8.997870000000001e-18
6208.5503 7.905690000000001e-18
6209.7124 9.66763e-18
6210.8745 7.908850000000001e-18
6212.0366 1.12119e-17
6213.1987 8.12979e-18
6214.3608 8.89782e-18
6215.5229 8.986590000000001e-18
6216.6851 1.02311e-17
6217.8472 1.0334e-17
6219.0093 9.343260000000001e-18
6220.1719 9.17365e-18
6221.334 9.090430000000001e-18
6222.4966 8.85058e-18
6223.6587 9.128480000000001e-18
6224.8213 1.01101e-17
6225.9839 1.15377e-17
6227.1465 9.399030000000001e-18
6228.3091 1.07691e-17
6229.4717 1.03754e-17
6230.6343 1.03267e-17
6231.7969 1.22291e-17
6232.9595 8.767250000000001e-18
6234.1221 1.28493e-17
6235.2852 9.27451e-18
6236.4478 9.954100000000002e-18
6237.6108 8.479410000000001e-18
6238.7734 1.12614e-17
6239.9365 1.02716e-17
6241.0996 1.089e-17
6242.2627 1.09871e-17
6243.4253 1.07516e-17
6244.5884 1.40395e-17
6245.7515 9.76807e-18
6246.915 1.07228e-17
6248.0781 9.705270000000001e-18
6249.2412 1.0721e-17
6250.4043 1.08212e-17
6251.5679 1.07341e-17
6252.731 9.019820000000001e-18
6253.8945 9.4294e-18
6255.0581 1.04093e-17
6256.2212 9.92222e-18
6257.3848 1.18937e-17
6258.5483 1.04566e-17
6259.7119 1.0585e-17
6260.8755 1.01156e-17
6262.0391 9.742240000000001e-18
6263.2026 8.37686e-18
6264.3662 1.14509e-17
6265.5303 1.16462e-17
6266.6938 9.665380000000001e-18
6267.8574 1.01135e-17
6269.0215 1.01662e-17
6270.1851 1.1949e-17
6271.3491 1.13141e-17
6272.5132 1.00229e-17
6273.6772 1.04217e-17
6274.8413 1.09399e-17
6276.0054 1.06301e-17
6277.1694 1.05261e-17
6278.3335 1.02494e-17
6279.4976 1.09935e-17
6280.6616 1.18091e-17
6281.8262 1.16983e-17
6282.9902 1.07151e-17
6284.1548 9.81376e-18
6285.3188 1.25275e-17
6286.4834 1.21989e-17
6287.6475 9.71787e-18
6288.812 1.25199e-17
6289.9766 1.01869e-17
6291.1411 9.707040000000001e-18
6292.3057 9.12481e-18
6293.4702 1.15289e-17
6294.6348 1.55475e-17
6295.7993 2.23607e-17
6296.9644 4.794e-18
6298.1289 2.75483e-17
6299.2935 2.12453e-17
6300.4585 1.27161e-17
6301.6235 -1.1341e-17
6302.7881 3.3312200000000003e-18
6303.9531 -1.61773e-18
6305.1182 2.05167e-18
6306.2832 6.46202e-18
6307.4482 6.2583100000000006e-18
6308.6133 7.26598e-18
6309.7783 9.9379e-18
6310.9434 9.55163e-18
6312.1084 9.8897e-18
6313.2739 1.0787e-17
6314.439 8.097410000000001e-18
6315.604 7.708460000000001e-18
6316.7695 1.04269e-17
6317.9346 9.448100000000001e-18
6319.1001 8.004320000000001e-18
6320.2656 1.06817e-17
6321.4312 1.03733e-17
6322.5967 9.12429e-18
6323.7622 1.00901e-17
6324.9277 1.08547e-17
6326.0933 9.918030000000001e-18
6327.2588 1.07249e-17
6328.4243 6.912680000000001e-18
6329.5903 9.06168e-18
6330.7559 8.7043e-18
6331.9214 1.01826e-17
6333.0874 9.625930000000001e-18
6334.2534 9.502870000000001e-18
